,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
249,2016,48.02,IP.JRN.ARTC.SC,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
250,2017,47.17,IP.JRN.ARTC.SC,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
251,2018,33.83,IP.JRN.ARTC.SC,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
252,2015,494.82,IP.JRN.ARTC.SC,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
253,2016,620.93,IP.JRN.ARTC.SC,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
254,2017,547.49,IP.JRN.ARTC.SC,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
255,2018,550.41,IP.JRN.ARTC.SC,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
256,2015,106452.92,IP.JRN.ARTC.SC,DEU,Germany,Europe & Central Asia,High income,Not classified
257,2016,108295.59,IP.JRN.ARTC.SC,DEU,Germany,Europe & Central Asia,High income,Not classified
258,2017,107803.17,IP.JRN.ARTC.SC,DEU,Germany,Europe & Central Asia,High income,Not classified
259,2018,104396.12,IP.JRN.ARTC.SC,DEU,Germany,Europe & Central Asia,High income,Not classified
260,2015,782.83,IP.JRN.ARTC.SC,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
261,2016,1009.55,IP.JRN.ARTC.SC,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
262,2017,1074.54,IP.JRN.ARTC.SC,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
263,2018,1275.99,IP.JRN.ARTC.SC,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
264,2015,11237.15,IP.JRN.ARTC.SC,GRC,Greece,Europe & Central Asia,High income,Not classified
265,2016,11156.77,IP.JRN.ARTC.SC,GRC,Greece,Europe & Central Asia,High income,Not classified
266,2017,10986.92,IP.JRN.ARTC.SC,GRC,Greece,Europe & Central Asia,High income,Not classified
267,2018,10906.99,IP.JRN.ARTC.SC,GRC,Greece,Europe & Central Asia,High income,Not classified
268,2015,29.92,IP.JRN.ARTC.SC,GRL,Greenland,Europe & Central Asia,High income,Not classified
269,2016,23.09,IP.JRN.ARTC.SC,GRL,Greenland,Europe & Central Asia,High income,Not classified
270,2017,24.29,IP.JRN.ARTC.SC,GRL,Greenland,Europe & Central Asia,High income,Not classified
271,2018,30.0,IP.JRN.ARTC.SC,GRL,Greenland,Europe & Central Asia,High income,Not classified
272,2015,33.25,IP.JRN.ARTC.SC,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
273,2016,36.13,IP.JRN.ARTC.SC,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
274,2017,53.06,IP.JRN.ARTC.SC,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
275,2018,46.17,IP.JRN.ARTC.SC,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
276,2015,83.29,IP.JRN.ARTC.SC,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
277,2016,86.16,IP.JRN.ARTC.SC,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
278,2017,103.77,IP.JRN.ARTC.SC,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
279,2018,99.89,IP.JRN.ARTC.SC,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
280,2015,29.96,IP.JRN.ARTC.SC,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
281,2016,38.44,IP.JRN.ARTC.SC,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
282,2017,38.02,IP.JRN.ARTC.SC,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
283,2018,27.84,IP.JRN.ARTC.SC,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
284,2015,9.71,IP.JRN.ARTC.SC,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
285,2016,11.19,IP.JRN.ARTC.SC,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
286,2017,16.33,IP.JRN.ARTC.SC,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
287,2018,15.01,IP.JRN.ARTC.SC,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
288,2015,9.85,IP.JRN.ARTC.SC,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
289,2016,13.07,IP.JRN.ARTC.SC,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
290,2017,15.74,IP.JRN.ARTC.SC,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
291,2018,13.7,IP.JRN.ARTC.SC,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
292,2015,32.87,IP.JRN.ARTC.SC,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
293,2016,32.62,IP.JRN.ARTC.SC,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
294,2017,41.52,IP.JRN.ARTC.SC,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
295,2018,29.18,IP.JRN.ARTC.SC,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
296,2015,30.85,IP.JRN.ARTC.SC,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
297,2016,33.38,IP.JRN.ARTC.SC,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
298,2017,43.62,IP.JRN.ARTC.SC,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
299,2018,45.1,IP.JRN.ARTC.SC,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
300,2015,6533.46,IP.JRN.ARTC.SC,HUN,Hungary,Europe & Central Asia,High income,Not classified
301,2016,6473.35,IP.JRN.ARTC.SC,HUN,Hungary,Europe & Central Asia,High income,Not classified
302,2017,6645.69,IP.JRN.ARTC.SC,HUN,Hungary,Europe & Central Asia,High income,Not classified
303,2018,6700.92,IP.JRN.ARTC.SC,HUN,Hungary,Europe & Central Asia,High income,Not classified
304,2015,608.6,IP.JRN.ARTC.SC,ISL,Iceland,Europe & Central Asia,High income,Not classified
305,2016,662.79,IP.JRN.ARTC.SC,ISL,Iceland,Europe & Central Asia,High income,Not classified
306,2017,629.31,IP.JRN.ARTC.SC,ISL,Iceland,Europe & Central Asia,High income,Not classified
307,2018,680.89,IP.JRN.ARTC.SC,ISL,Iceland,Europe & Central Asia,High income,Not classified
308,2015,101813.08,IP.JRN.ARTC.SC,IND,India,South Asia,Lower middle income,IBRD
309,2016,112167.34,IP.JRN.ARTC.SC,IND,India,South Asia,Lower middle income,IBRD
310,2017,121631.31,IP.JRN.ARTC.SC,IND,India,South Asia,Lower middle income,IBRD
311,2018,135787.79,IP.JRN.ARTC.SC,IND,India,South Asia,Lower middle income,IBRD
312,2015,4623.15,IP.JRN.ARTC.SC,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
313,2016,7354.4,IP.JRN.ARTC.SC,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
314,2017,14579.71,IP.JRN.ARTC.SC,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
315,2018,26947.57,IP.JRN.ARTC.SC,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
316,2015,37229.52,IP.JRN.ARTC.SC,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
317,2016,42855.86,IP.JRN.ARTC.SC,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
318,2017,46727.38,IP.JRN.ARTC.SC,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
319,2018,48305.64,IP.JRN.ARTC.SC,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
320,2015,894.35,IP.JRN.ARTC.SC,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
321,2016,1235.96,IP.JRN.ARTC.SC,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
322,2017,2259.36,IP.JRN.ARTC.SC,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
323,2018,6073.39,IP.JRN.ARTC.SC,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
324,2015,6847.04,IP.JRN.ARTC.SC,IRL,Ireland,Europe & Central Asia,High income,Not classified
325,2016,7044.16,IP.JRN.ARTC.SC,IRL,Ireland,Europe & Central Asia,High income,Not classified
326,2017,7108.63,IP.JRN.ARTC.SC,IRL,Ireland,Europe & Central Asia,High income,Not classified
327,2018,7174.11,IP.JRN.ARTC.SC,IRL,Ireland,Europe & Central Asia,High income,Not classified
328,2015,12048.66,IP.JRN.ARTC.SC,ISR,Israel,Middle East & North Africa,High income,Not classified
329,2016,12244.1,IP.JRN.ARTC.SC,ISR,Israel,Middle East & North Africa,High income,Not classified
330,2017,12270.41,IP.JRN.ARTC.SC,ISR,Israel,Middle East & North Africa,High income,Not classified
331,2018,12234.69,IP.JRN.ARTC.SC,ISR,Israel,Middle East & North Africa,High income,Not classified
332,2015,70519.39,IP.JRN.ARTC.SC,ITA,Italy,Europe & Central Asia,High income,Not classified
333,2016,70534.27,IP.JRN.ARTC.SC,ITA,Italy,Europe & Central Asia,High income,Not classified
334,2017,71485.25,IP.JRN.ARTC.SC,ITA,Italy,Europe & Central Asia,High income,Not classified
335,2018,71240.28,IP.JRN.ARTC.SC,ITA,Italy,Europe & Central Asia,High income,Not classified
336,2015,153.19,IP.JRN.ARTC.SC,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
337,2016,160.88,IP.JRN.ARTC.SC,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
338,2017,166.37,IP.JRN.ARTC.SC,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
339,2018,163.85,IP.JRN.ARTC.SC,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
340,2015,101306.59,IP.JRN.ARTC.SC,JPN,Japan,East Asia & Pacific,High income,Not classified
341,2016,101297.3,IP.JRN.ARTC.SC,JPN,Japan,East Asia & Pacific,High income,Not classified
342,2017,101084.19,IP.JRN.ARTC.SC,JPN,Japan,East Asia & Pacific,High income,Not classified
343,2018,98792.5,IP.JRN.ARTC.SC,JPN,Japan,East Asia & Pacific,High income,Not classified
344,2015,1454.47,IP.JRN.ARTC.SC,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
345,2016,1710.6,IP.JRN.ARTC.SC,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
346,2017,1962.14,IP.JRN.ARTC.SC,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
347,2018,2627.29,IP.JRN.ARTC.SC,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
348,2015,1171.06,IP.JRN.ARTC.SC,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
349,2016,1601.18,IP.JRN.ARTC.SC,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
350,2017,1958.82,IP.JRN.ARTC.SC,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
351,2018,2367.46,IP.JRN.ARTC.SC,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
352,2015,961.87,IP.JRN.ARTC.SC,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
353,2016,1069.28,IP.JRN.ARTC.SC,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
354,2017,1179.58,IP.JRN.ARTC.SC,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
355,2018,1246.76,IP.JRN.ARTC.SC,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
356,2015,1.48,IP.JRN.ARTC.SC,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
357,2016,2.17,IP.JRN.ARTC.SC,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
358,2017,2.54,IP.JRN.ARTC.SC,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
359,2018,0.62,IP.JRN.ARTC.SC,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
360,2015,38.53,IP.JRN.ARTC.SC,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
361,2016,42.31,IP.JRN.ARTC.SC,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
362,2017,58.71,IP.JRN.ARTC.SC,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
363,2018,87.42,IP.JRN.ARTC.SC,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
364,2015,62645.93,IP.JRN.ARTC.SC,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
365,2016,62735.09,IP.JRN.ARTC.SC,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
366,2017,63979.21,IP.JRN.ARTC.SC,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
367,2018,66376.17,IP.JRN.ARTC.SC,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
368,2015,136.84,IP.JRN.ARTC.SC,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
369,2016,187.91,IP.JRN.ARTC.SC,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
370,2017,261.45,IP.JRN.ARTC.SC,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
371,2018,278.43,IP.JRN.ARTC.SC,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
372,2015,875.06,IP.JRN.ARTC.SC,KWT,Kuwait,Middle East & North Africa,High income,Not classified
373,2016,825.56,IP.JRN.ARTC.SC,KWT,Kuwait,Middle East & North Africa,High income,Not classified
374,2017,861.13,IP.JRN.ARTC.SC,KWT,Kuwait,Middle East & North Africa,High income,Not classified
375,2018,1003.84,IP.JRN.ARTC.SC,KWT,Kuwait,Middle East & North Africa,High income,Not classified
376,2015,51.24,IP.JRN.ARTC.SC,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
377,2016,106.78,IP.JRN.ARTC.SC,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
378,2017,107.1,IP.JRN.ARTC.SC,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
379,2018,137.06,IP.JRN.ARTC.SC,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
380,2015,71.61,IP.JRN.ARTC.SC,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
381,2016,88.18,IP.JRN.ARTC.SC,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
382,2017,76.98,IP.JRN.ARTC.SC,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
383,2018,86.91,IP.JRN.ARTC.SC,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
384,2015,1474.02,IP.JRN.ARTC.SC,LVA,Latvia,Europe & Central Asia,High income,Not classified
385,2016,1390.79,IP.JRN.ARTC.SC,LVA,Latvia,Europe & Central Asia,High income,Not classified
386,2017,1602.91,IP.JRN.ARTC.SC,LVA,Latvia,Europe & Central Asia,High income,Not classified
387,2018,1417.73,IP.JRN.ARTC.SC,LVA,Latvia,Europe & Central Asia,High income,Not classified
388,2015,1288.51,IP.JRN.ARTC.SC,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
389,2016,1446.98,IP.JRN.ARTC.SC,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
390,2017,1537.56,IP.JRN.ARTC.SC,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
391,2018,1776.31,IP.JRN.ARTC.SC,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
392,2015,17.34,IP.JRN.ARTC.SC,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
393,2016,20.89,IP.JRN.ARTC.SC,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
394,2017,21.03,IP.JRN.ARTC.SC,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
395,2018,18.54,IP.JRN.ARTC.SC,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
396,2015,11.56,IP.JRN.ARTC.SC,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
397,2016,16.55,IP.JRN.ARTC.SC,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
398,2017,24.52,IP.JRN.ARTC.SC,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
399,2018,25.39,IP.JRN.ARTC.SC,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
400,2015,181.28,IP.JRN.ARTC.SC,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
401,2016,144.21,IP.JRN.ARTC.SC,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
402,2017,172.36,IP.JRN.ARTC.SC,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
403,2018,161.9,IP.JRN.ARTC.SC,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
404,2015,30.85,IP.JRN.ARTC.SC,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
405,2016,41.87,IP.JRN.ARTC.SC,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
406,2017,33.89,IP.JRN.ARTC.SC,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
407,2018,30.4,IP.JRN.ARTC.SC,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
408,2015,2464.44,IP.JRN.ARTC.SC,LTU,Lithuania,Europe & Central Asia,High income,Not classified
409,2016,2306.22,IP.JRN.ARTC.SC,LTU,Lithuania,Europe & Central Asia,High income,Not classified
410,2017,2404.65,IP.JRN.ARTC.SC,LTU,Lithuania,Europe & Central Asia,High income,Not classified
411,2018,2267.3,IP.JRN.ARTC.SC,LTU,Lithuania,Europe & Central Asia,High income,Not classified
412,2015,816.12,IP.JRN.ARTC.SC,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
413,2016,857.78,IP.JRN.ARTC.SC,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
414,2017,814.16,IP.JRN.ARTC.SC,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
415,2018,869.1,IP.JRN.ARTC.SC,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
416,2015,121.86,IP.JRN.ARTC.SC,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
417,2016,108.2,IP.JRN.ARTC.SC,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
418,2017,138.99,IP.JRN.ARTC.SC,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
419,2018,127.41,IP.JRN.ARTC.SC,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
420,2015,178.87,IP.JRN.ARTC.SC,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
421,2016,192.37,IP.JRN.ARTC.SC,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
422,2017,228.59,IP.JRN.ARTC.SC,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
423,2018,231.21,IP.JRN.ARTC.SC,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
424,2015,18635.26,IP.JRN.ARTC.SC,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
425,2016,20467.76,IP.JRN.ARTC.SC,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
426,2017,22257.81,IP.JRN.ARTC.SC,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
427,2018,23661.33,IP.JRN.ARTC.SC,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
428,2015,7.08,IP.JRN.ARTC.SC,MDV,Maldives,South Asia,Upper middle income,IDA
429,2016,5.64,IP.JRN.ARTC.SC,MDV,Maldives,South Asia,Upper middle income,IDA
430,2017,7.06,IP.JRN.ARTC.SC,MDV,Maldives,South Asia,Upper middle income,IDA
431,2018,7.44,IP.JRN.ARTC.SC,MDV,Maldives,South Asia,Upper middle income,IDA
432,2015,71.93,IP.JRN.ARTC.SC,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
433,2016,86.07,IP.JRN.ARTC.SC,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
434,2017,100.89,IP.JRN.ARTC.SC,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
435,2018,90.37,IP.JRN.ARTC.SC,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
436,2015,314.53,IP.JRN.ARTC.SC,MLT,Malta,Middle East & North Africa,High income,Not classified
437,2016,333.94,IP.JRN.ARTC.SC,MLT,Malta,Middle East & North Africa,High income,Not classified
438,2017,395.95,IP.JRN.ARTC.SC,MLT,Malta,Middle East & North Africa,High income,Not classified
439,2018,422.02,IP.JRN.ARTC.SC,MLT,Malta,Middle East & North Africa,High income,Not classified
440,2015,3.59,IP.JRN.ARTC.SC,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
441,2016,1.3900000000000001,IP.JRN.ARTC.SC,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
442,2017,0.72,IP.JRN.ARTC.SC,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
443,2018,2.31,IP.JRN.ARTC.SC,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
444,2015,14.06,IP.JRN.ARTC.SC,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
445,2016,20.54,IP.JRN.ARTC.SC,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
446,2017,16.07,IP.JRN.ARTC.SC,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
447,2018,20.32,IP.JRN.ARTC.SC,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
448,2015,119.52,IP.JRN.ARTC.SC,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
449,2016,162.16,IP.JRN.ARTC.SC,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
450,2017,168.32,IP.JRN.ARTC.SC,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
451,2018,126.94,IP.JRN.ARTC.SC,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
452,2015,14585.58,IP.JRN.ARTC.SC,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
453,2016,15199.9,IP.JRN.ARTC.SC,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
454,2017,16004.9,IP.JRN.ARTC.SC,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
455,2018,16345.64,IP.JRN.ARTC.SC,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
456,2015,6.75,IP.JRN.ARTC.SC,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
457,2016,3.81,IP.JRN.ARTC.SC,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
458,2017,6.58,IP.JRN.ARTC.SC,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
459,2018,4.37,IP.JRN.ARTC.SC,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
460,2015,192.78,IP.JRN.ARTC.SC,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
461,2016,299.63,IP.JRN.ARTC.SC,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
462,2017,257.06,IP.JRN.ARTC.SC,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
463,2018,210.37,IP.JRN.ARTC.SC,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
464,2015,41.94,IP.JRN.ARTC.SC,MCO,Monaco,Europe & Central Asia,High income,Not classified
465,2016,42.92,IP.JRN.ARTC.SC,MCO,Monaco,Europe & Central Asia,High income,Not classified
466,2017,51.35,IP.JRN.ARTC.SC,MCO,Monaco,Europe & Central Asia,High income,Not classified
467,2018,45.12,IP.JRN.ARTC.SC,MCO,Monaco,Europe & Central Asia,High income,Not classified
468,2015,104.4,IP.JRN.ARTC.SC,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
469,2016,118.87,IP.JRN.ARTC.SC,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
470,2017,146.56,IP.JRN.ARTC.SC,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
471,2018,140.85,IP.JRN.ARTC.SC,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
472,2015,224.17,IP.JRN.ARTC.SC,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
473,2016,243.51,IP.JRN.ARTC.SC,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
474,2017,284.38,IP.JRN.ARTC.SC,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
475,2018,249.51,IP.JRN.ARTC.SC,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
476,2015,2980.65,IP.JRN.ARTC.SC,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
477,2016,3838.75,IP.JRN.ARTC.SC,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
478,2017,4707.82,IP.JRN.ARTC.SC,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
479,2018,5056.77,IP.JRN.ARTC.SC,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
480,2015,105.02,IP.JRN.ARTC.SC,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
481,2016,108.62,IP.JRN.ARTC.SC,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
482,2017,133.25,IP.JRN.ARTC.SC,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
483,2018,139.25,IP.JRN.ARTC.SC,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
484,2015,73.66,IP.JRN.ARTC.SC,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
485,2016,112.85,IP.JRN.ARTC.SC,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
486,2017,141.03,IP.JRN.ARTC.SC,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
487,2018,230.65,IP.JRN.ARTC.SC,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
488,2015,101.71,IP.JRN.ARTC.SC,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
489,2016,110.45,IP.JRN.ARTC.SC,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
490,2017,115.28,IP.JRN.ARTC.SC,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
491,2018,156.31,IP.JRN.ARTC.SC,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
492,2015,0.33,IP.JRN.ARTC.SC,NRU,Nauru,East Asia & Pacific,High income,IBRD
493,2016,0.47000000000000003,IP.JRN.ARTC.SC,NRU,Nauru,East Asia & Pacific,High income,IBRD
494,2017,0.0,IP.JRN.ARTC.SC,NRU,Nauru,East Asia & Pacific,High income,IBRD
